epoch,loss_G,loss_G_A,loss_G_B,loss_cycle_A,loss_cycle_B,loss_idt_A,loss_idt_B,loss_D_A,loss_D_B
67,4.026507573327918,0.6103765638056455,0.47177885947930537,1.0316177514986298,1.0633905822860783,0.430603361804446,0.41874045019653783,0.1144645791242494,0.1663326733512455
68,4.009708626695659,0.6108883885971118,0.4666375787300372,1.025361024256589,1.0624530642688543,0.42888910524446566,0.4154794659839756,0.11524972756710211,0.16629754693555956
69,3.9836624262036233,0.617551179616705,0.460563573141539,1.0214204837804077,1.0457831908469795,0.42682633639454304,0.41151765879171004,0.11586318045751243,0.16744575874301895
70,3.9212111218579704,0.5938131048510233,0.46386662196728223,0.9969834036778832,1.0455561351963785,0.41326447108249437,0.4077273837473618,0.11862586226769495,0.16745169790436526
71,3.921112553647969,0.5955571528898365,0.46073314749860556,1.003451161857309,1.039965448172196,0.41668356655687766,0.4047220743287807,0.11852557628277292,0.1680937912831756
72,3.94850081947075,0.614412772593492,0.4683423785959137,0.984411435372111,1.0585056604786791,0.4211810860207592,0.4016474832011306,0.11596659220185415,0.16928416250672923
73,3.885404049367204,0.5949256924459937,0.45991174566574855,0.9963028302257029,1.0251116344238864,0.4099468614297292,0.39920528180550957,0.11745725017225278,0.1695994838605868
74,3.9067496667201373,0.601914665992672,0.46730707047962355,0.9933233189395164,1.0314272171643184,0.41412540603389986,0.398651988632318,0.11738989022567399,0.16446158231404992
75,3.891515582397781,0.6141649908686372,0.46773160006739256,0.9765618472978629,1.028098021311381,0.41067650203762024,0.3942826184509755,0.1158724638662752,0.16538451470412324
76,3.857878411191514,0.5989588021888569,0.4656586564848314,0.9741486030137878,1.0192406333234536,0.408270544343177,0.39160116569793924,0.12229827178971678,0.16849611243135346
77,3.8947289771047133,0.614314677218894,0.47063068142565695,0.9753109458191641,1.0268352640488336,0.41600056561170845,0.39163684238424185,0.11214546138152615,0.1645163484601893
78,3.9421048627264317,0.6115062155410357,0.48337758403282605,0.981282840783092,1.0485847476182848,0.41955677777350037,0.3977967022151604,0.11592653070435464,0.15503895601936277
79,3.899494752354886,0.6139571437796486,0.4805447193284308,0.9806839729669034,1.023646152694186,0.41253265212366785,0.3881301093382993,0.108837165090645,0.16140085244425637
80,3.907587533233048,0.6241449903922974,0.4716024327341808,0.9750710505282861,1.0341358606604443,0.41094449303228814,0.3916887028709702,0.11102814276491862,0.16520050420904758
81,3.866145846547037,0.6275551584667932,0.4734015689445087,0.9707827345765513,1.0073386384718779,0.4012663105259771,0.3858014293897456,0.11149855310968619,0.16603824694960684
82,3.8524456662216644,0.6151974472444857,0.4832307076224055,0.965309444954549,1.0091574380601542,0.3982715516433544,0.3812790824466202,0.11391998438382413,0.16256220104114183
83,3.9072323076013684,0.6212758514499557,0.4847263721400115,0.9745724863153526,1.0314098005888166,0.41017362943430175,0.38507416924794036,0.10900046801225267,0.16000147310059065
84,3.837677054676874,0.6009241898294198,0.48098935816587807,0.9590044081255771,1.0071662806722892,0.40674679861522683,0.3828460233679776,0.11594347886020678,0.1658851684390873
85,3.87129940067989,0.6341078339655628,0.48257872489081327,0.9679602522185181,1.0056077685581333,0.40040246383852507,0.38064235728094425,0.11011021269759026,0.16176718435734733
86,3.8092731105155315,0.6164804026149381,0.47990233247130665,0.9478364426424836,0.9962664320283029,0.3952085768868183,0.3735789343089178,0.1127377085197812,0.16589135185060003
87,3.8240032528472625,0.6195328808047514,0.49266939462515813,0.9372801544784248,1.0040618840945714,0.3916322184444546,0.378826717598953,0.11548610391567225,0.15734039861680954
88,3.790481569527507,0.6124404275893182,0.47962215661896446,0.9382774433319357,0.9913070303523379,0.3922123138581974,0.37662220346382536,0.11270439714567548,0.15839128013186413
89,3.7994380193850446,0.6123499993396841,0.48730961072106455,0.9327991800061588,0.9945183334232628,0.4005817683382906,0.3718791215539515,0.11477883395737504,0.1623021246393447
90,3.81985636504515,0.6245368890453136,0.4817270765002856,0.9342019033172856,1.0053995212112767,0.40177967309996465,0.3722113052653945,0.10773751624780281,0.16168664156206544
91,3.815995125577546,0.6256128213797016,0.48519943667243404,0.9531626723918958,0.9862970255393496,0.39338034526563653,0.3723428230704754,0.1117164846474788,0.16298298455210686
92,3.805245204307865,0.6277624797215615,0.4868962076343205,0.9253994600660261,0.997555630161487,0.40297488411371857,0.36465653676589926,0.11174057888542896,0.15909193410304956
93,3.767546172084837,0.6147342521803401,0.4804768587533815,0.9297625039560327,0.9878567894404081,0.38699676929742677,0.3677190009510142,0.11053102422642454,0.16259800072764974
94,3.764764323763583,0.6277739632444671,0.47811232060138165,0.9214502937164621,0.983581020869594,0.389334072572538,0.36451264648423204,0.11393006027269846,0.161523820784898
95,3.7462867691420363,0.6256899197615203,0.4901922439382798,0.9086460236577258,0.9781057946104696,0.3851881310276721,0.358464650932638,0.11080070217370407,0.15861364434901876
96,3.774930492512647,0.61240981069339,0.49625390378208173,0.9178703447644678,0.9940833407363434,0.39247197867824934,0.3618411078736342,0.11308066599766377,0.15821258705584096
97,3.745722060260744,0.6167743974763236,0.49173112375301486,0.9080188779727273,0.9832921954153896,0.3869747169863159,0.3589307540605987,0.11592241372379741,0.1641906144926841
98,3.740980469483486,0.6085472104755388,0.48323711967361027,0.9199753907220117,0.9794376762597815,0.3898434193506055,0.35993964648407617,0.11114923104802998,0.1587136594154153
99,3.7440869886835833,0.6351183016646257,0.48784328658186804,0.9026771325176802,0.9757410829392509,0.38462365046702046,0.3580835333828447,0.11004072321631919,0.15912605761487533
100,3.716730123874487,0.6292059689626165,0.4744315310597777,0.905435581949876,0.9704874869899592,0.3820472213996761,0.35512233618227973,0.10900966702392144,0.15954120546115794
